,AGE,NUM_OF_BASKETS,RACE_LE,GENDER_LE,BODY_SIZE_LE,WITH_KIDS_LE,KIDS_CATEGORY_LE,BASKET_SIZE_LE,BASKET_COLOUR_LE,ATTIRE_LE,SHIRT_COLOUR_LE,SHIRT_TYPE_LE,PANTS_COLOUR_LE,PANTS_TYPE_LE,WASH_ITEM_LE,WASHER_NO_LE,DRYER_NO_LE,SPECTACLES_LE,DAY_LE,DAY_TYPE_LE
3059,57.0,2.0,2,0,0,1,0,1,2,1,8,0,9,1,1,0,3,0,0,0
3060,57.0,1.0,3,1,0,0,4,1,7,2,10,0,10,0,0,1,0,1,0,0
3061,50.0,1.0,0,1,2,1,1,0,7,0,11,1,6,0,0,2,2,1,1,0
3062,24.0,1.0,1,0,2,0,1,0,8,2,7,0,11,0,1,1,1,1,3,1
3063,49.0,2.0,2,1,2,0,4,0,9,2,6,0,2,0,1,0,1,1,0,0
3064,46.0,1.0,3,0,1,1,1,1,4,1,9,1,10,0,0,0,3,0,5,0
3065,49.0,2.0,1,0,0,1,2,1,0,0,7,1,11,0,1,3,0,1,3,1
3066,26.0,2.0,1,0,1,0,2,1,8,2,10,1,3,1,1,0,3,0,3,1
3067,34.0,2.0,3,1,1,0,0,0,6,0,10,0,0,0,0,1,2,0,0,0
3068,48.0,2.0,0,1,1,1,3,0,0,2,5,0,9,1,0,0,1,0,0,0
3069,56.0,2.0,2,1,1,1,2,1,1,2,8,1,10,1,0,3,3,0,0,0
3070,34.0,3.0,2,1,1,1,1,0,4,0,11,0,7,1,1,3,2,0,5,0
3071,48.0,1.0,3,1,1,1,4,0,8,2,2,0,2,0,0,1,0,1,1,0
3072,57.0,1.0,2,0,1,0,0,1,10,0,2,1,7,0,0,2,0,1,2,1
3073,44.0,2.0,1,1,1,1,4,0,9,0,2,0,8,1,0,2,2,0,6,0
3074,36.0,2.0,3,1,1,0,4,0,4,2,2,1,11,0,0,2,1,0,2,1
3075,39.0,2.0,3,1,2,0,3,1,5,0,2,0,12,1,0,2,2,1,0,0
3076,38.0,3.0,1,0,2,0,0,0,9,2,10,1,10,0,1,3,1,0,3,1
3077,41.0,2.0,2,0,0,0,2,0,7,1,3,0,3,1,1,0,3,0,2,1
3078,29.0,1.0,2,1,2,1,2,0,6,2,1,0,9,1,0,0,2,1,4,0
3079,49.0,2.0,0,0,1,0,0,1,4,0,1,0,2,0,1,2,3,0,1,0
3080,57.0,2.0,2,1,1,1,2,0,3,1,3,1,13,0,0,0,2,0,5,0
3081,55.0,1.0,3,0,1,0,0,0,8,2,0,1,13,1,1,0,2,0,2,1
3082,33.0,2.0,3,1,1,0,3,1,4,0,2,1,12,1,1,0,3,1,3,1
3083,46.0,1.0,0,1,1,1,1,0,0,0,10,0,0,1,1,1,2,0,3,1
3084,32.0,3.0,2,0,1,1,2,1,9,1,2,1,9,0,1,0,2,0,6,0
3085,56.0,2.0,3,0,1,0,0,1,6,0,0,1,2,1,1,3,3,0,3,1
3086,27.0,3.0,1,1,2,1,1,1,5,2,0,0,0,1,1,1,0,0,3,1
3087,36.0,2.0,1,1,2,1,1,0,7,1,5,0,10,0,1,3,2,0,4,0
3088,47.0,3.0,3,1,2,0,3,0,7,0,9,1,2,0,1,2,2,0,1,0
3089,21.0,3.0,0,0,1,1,1,0,3,2,9,1,9,0,1,2,2,0,4,0
3090,40.0,2.0,2,0,0,1,0,0,2,1,11,0,8,1,1,2,3,1,0,0
3091,27.0,2.0,2,0,1,0,4,0,10,1,7,0,2,0,0,1,2,0,5,0
3092,36.0,2.0,0,0,2,0,3,1,7,0,0,1,2,1,0,3,0,1,4,0
3093,28.0,3.0,3,1,2,0,4,0,7,2,9,0,9,0,1,1,2,0,6,0
3094,21.0,3.0,3,1,0,0,3,0,0,0,9,1,2,0,1,3,1,0,0,0
3095,29.0,2.0,2,0,0,0,4,0,3,1,3,0,11,1,0,2,2,1,2,1
3096,38.0,1.0,2,1,2,1,2,1,6,1,4,1,7,0,0,3,1,1,0,0
3097,53.0,2.0,0,1,0,0,3,0,1,1,2,0,7,1,0,3,1,1,0,0
3098,48.0,1.0,0,0,0,0,2,0,5,0,4,1,4,0,1,1,0,1,4,0
3099,24.0,2.0,0,0,2,1,4,0,7,1,9,1,2,0,1,2,1,1,2,1
3100,20.0,2.0,1,1,0,0,0,0,5,0,5,0,7,0,1,1,2,1,3,1
3101,26.0,1.0,0,0,2,1,1,0,2,0,7,1,13,1,0,2,2,0,6,0
3102,55.0,2.0,0,0,1,1,1,0,0,0,7,1,10,0,1,2,2,1,1,0
3103,58.0,3.0,0,0,2,1,3,0,8,1,5,0,11,0,1,2,1,0,0,0
3104,20.0,2.0,0,1,1,1,1,1,8,2,4,1,13,0,0,3,1,0,2,1
3105,35.0,1.0,1,0,0,0,4,0,4,0,10,1,3,0,1,1,3,0,3,1
3106,35.0,1.0,1,1,2,1,2,0,5,1,0,1,3,0,1,3,0,0,4,0
3107,25.0,1.0,0,1,2,0,0,0,2,1,1,0,5,1,0,2,2,0,1,0
3108,48.0,2.0,1,0,0,1,0,1,2,0,4,0,12,0,0,1,1,0,1,0
3109,44.0,1.0,1,1,2,0,1,1,4,0,3,0,8,1,0,0,3,0,5,0
3110,48.0,1.0,2,1,2,1,4,1,5,0,6,1,4,1,0,1,3,0,5,0
3111,50.0,1.0,1,0,2,1,1,0,6,0,3,1,12,1,0,2,2,1,2,1
3112,59.0,2.0,2,0,0,1,2,0,1,0,3,1,2,1,0,1,3,0,2,1
3113,41.0,2.0,0,1,2,1,2,0,0,0,6,1,9,1,0,2,0,1,0,0
3114,56.0,1.0,0,0,0,1,4,0,9,2,8,0,10,0,1,0,0,0,6,0
3115,59.0,2.0,1,1,0,1,3,0,0,1,7,1,6,0,1,2,1,1,4,0
3116,20.0,1.0,0,0,0,0,3,1,7,2,4,0,13,1,1,2,3,0,6,0
3117,23.0,2.0,1,1,2,0,1,0,6,2,0,0,9,0,1,1,2,1,4,0
3118,30.0,1.0,3,1,1,0,1,1,8,0,6,1,9,1,0,0,3,1,0,0
3119,20.0,3.0,0,0,1,0,0,0,8,2,0,0,1,0,0,3,3,0,5,0
3120,23.0,1.0,3,0,0,1,0,0,7,1,3,1,2,1,1,0,1,0,6,0
3121,21.0,3.0,3,1,1,1,1,0,9,1,3,0,5,1,1,3,2,1,3,1
3122,42.0,3.0,3,1,2,0,4,1,9,2,9,1,10,1,0,3,1,1,5,0
3123,50.0,2.0,3,1,0,0,0,1,7,0,7,1,11,0,1,0,1,0,1,0
3124,56.0,2.0,3,0,0,0,3,1,1,2,8,1,9,1,1,2,0,0,1,0
3125,29.0,2.0,2,1,2,0,2,1,3,0,8,0,5,1,1,0,2,0,1,0
3126,55.0,3.0,1,0,2,1,2,0,4,1,3,0,8,1,1,2,1,0,4,0
3127,50.0,3.0,0,0,1,1,2,1,8,0,0,1,12,0,0,3,3,0,1,0
3128,34.0,1.0,3,1,1,0,1,0,4,1,4,1,12,0,1,1,3,1,3,1
3129,22.0,3.0,1,0,1,0,2,1,0,1,8,1,3,0,0,1,3,1,0,0
3130,24.0,3.0,0,1,2,1,0,0,0,2,10,0,12,0,1,3,2,1,4,0
3131,46.0,3.0,0,1,1,1,0,0,10,0,3,1,10,1,0,2,0,1,3,1
3132,41.0,3.0,1,0,1,1,3,0,0,1,7,1,12,1,0,3,1,1,3,1
3133,37.0,1.0,0,1,0,1,3,0,10,2,10,1,6,1,1,2,0,1,1,0
3134,54.0,3.0,2,0,1,1,3,0,3,2,11,1,3,0,1,1,0,1,6,0
3135,37.0,1.0,3,0,2,1,3,1,2,2,4,0,4,0,0,3,0,0,2,1
3136,24.0,1.0,1,1,0,0,3,0,9,2,0,0,4,0,0,3,0,0,6,0
3137,55.0,1.0,1,0,1,1,4,1,5,2,5,0,2,0,0,2,0,1,4,0
3138,47.0,3.0,1,1,2,0,2,0,3,0,4,0,2,1,1,3,3,1,6,0
3139,59.0,2.0,0,1,2,1,0,1,2,1,11,1,12,1,0,1,0,1,0,0
3140,49.0,2.0,3,1,1,0,2,0,10,0,0,0,7,1,0,1,0,1,1,0
3141,18.0,3.0,2,0,1,0,4,0,9,1,2,0,4,0,1,3,0,0,5,0
3142,58.0,3.0,2,0,1,1,0,1,8,1,7,0,8,1,0,2,0,0,1,0
3143,18.0,2.0,3,1,1,0,1,1,2,2,3,0,9,1,1,0,2,1,2,1
3144,54.0,2.0,1,1,2,0,2,0,4,1,9,0,2,1,0,3,2,0,1,0
3145,49.0,3.0,3,0,1,0,2,0,10,1,3,1,2,0,0,1,1,0,0,0
3146,59.0,3.0,0,0,0,0,1,0,0,1,6,1,10,1,0,0,3,0,1,0
3147,18.0,2.0,0,0,1,0,1,0,3,0,4,1,2,0,1,1,2,0,4,0
3148,43.0,2.0,1,1,2,0,1,0,3,1,11,1,2,0,1,3,2,0,5,0
3149,52.0,2.0,3,0,0,0,1,1,10,2,5,1,2,0,0,3,1,1,2,1
3150,19.0,2.0,0,1,1,1,2,1,5,2,1,1,11,1,1,0,0,1,2,1
3151,26.0,2.0,2,0,1,0,4,0,5,1,8,0,4,0,1,3,0,1,2,1
3152,48.0,3.0,3,1,0,0,4,1,6,1,5,1,10,1,1,3,0,1,0,0
3153,47.0,2.0,1,0,0,0,1,1,7,2,7,1,8,1,1,3,2,1,6,0
3154,56.0,2.0,0,0,2,0,4,1,0,1,1,1,7,0,0,3,3,0,1,0
3155,50.0,2.0,1,1,1,0,2,0,9,1,0,1,4,1,0,1,0,0,3,1
3156,43.0,3.0,2,1,1,0,1,1,10,1,3,1,5,1,0,2,2,1,1,0
3157,50.0,1.0,3,1,0,1,3,0,3,1,6,1,2,0,1,0,2,1,1,0
3158,50.0,3.0,3,0,2,0,1,1,8,2,4,1,2,0,0,3,1,0,4,0
3159,28.0,2.0,0,0,1,0,4,1,2,1,7,0,6,1,1,0,2,1,4,0
3160,54.0,3.0,0,1,0,1,4,0,3,2,3,1,12,1,0,3,2,0,4,0
3161,45.0,3.0,1,1,1,1,1,0,3,0,5,1,7,0,0,1,1,1,4,0
3162,42.0,3.0,3,1,0,1,4,1,4,0,6,1,6,1,1,0,1,0,5,0
3163,37.0,2.0,0,0,0,1,3,1,1,0,3,1,13,1,0,0,2,0,6,0
3164,39.0,1.0,1,1,1,1,3,0,2,0,6,1,5,1,1,1,3,1,2,1
3165,29.0,2.0,1,0,0,1,1,0,10,2,5,1,13,1,0,0,0,0,3,1
3166,42.0,2.0,3,0,2,0,0,0,2,2,4,0,13,1,1,1,3,0,5,0
3167,50.0,3.0,2,1,2,1,1,0,1,0,8,0,11,0,0,0,0,1,5,0
3168,20.0,2.0,0,0,2,1,3,1,7,1,2,1,12,0,1,1,1,0,4,0
3169,22.0,2.0,2,1,0,1,3,0,1,2,8,1,10,0,1,2,1,0,3,1
3170,42.0,2.0,0,0,1,1,1,0,2,1,10,1,2,0,0,2,2,0,4,0
3171,58.0,3.0,0,1,0,1,3,0,2,1,2,1,10,1,0,2,2,1,1,0
3172,26.0,3.0,0,1,0,0,0,0,6,1,8,0,1,0,0,0,3,1,4,0
3173,25.0,1.0,1,0,0,0,3,0,6,1,4,1,10,0,1,0,2,0,4,0
3174,19.0,3.0,3,1,1,0,2,0,10,2,3,1,11,0,1,1,2,0,0,0
3175,28.0,1.0,2,0,0,0,3,0,3,0,9,0,7,0,0,2,0,0,3,1
3176,37.0,2.0,0,1,0,0,1,0,9,2,0,1,5,0,1,1,0,0,4,0
3177,41.0,1.0,2,1,1,1,0,0,9,1,8,1,0,0,1,0,0,0,3,1
3178,24.0,3.0,1,0,1,1,4,1,0,2,7,0,13,0,1,2,1,0,2,1
3179,48.0,1.0,3,1,1,1,1,1,8,2,0,1,1,0,0,2,0,0,0,0
3180,51.0,3.0,3,1,2,0,0,1,10,1,6,0,6,1,0,2,2,1,2,1
3181,60.0,2.0,3,0,0,0,1,0,2,2,6,1,8,1,0,3,0,0,0,0
3182,35.0,1.0,1,0,0,1,2,0,4,0,7,0,11,0,1,2,3,0,0,0
3183,18.0,1.0,0,1,1,0,3,1,10,0,4,1,13,1,1,1,1,1,5,0
3184,56.0,3.0,1,1,2,1,3,0,0,2,9,0,4,0,0,0,1,0,3,1
3185,47.0,3.0,1,1,2,0,2,0,1,2,3,1,12,0,0,0,1,0,5,0
3186,20.0,2.0,2,1,1,0,4,1,5,1,10,0,7,0,0,2,1,1,1,0
3187,33.0,3.0,1,1,0,1,3,1,2,1,8,1,3,0,1,1,2,1,2,1
3188,33.0,3.0,1,0,1,0,3,0,3,0,6,1,4,0,0,3,1,1,0,0
3189,46.0,3.0,3,1,0,1,4,1,5,2,5,0,5,1,0,2,0,1,1,0
3190,44.0,3.0,1,1,2,1,0,1,9,0,2,1,7,1,1,1,3,0,0,0
3191,29.0,2.0,2,1,0,0,2,0,5,0,3,1,4,1,0,3,3,1,3,1
3192,58.0,2.0,3,1,0,0,2,1,10,2,8,0,2,0,1,3,2,0,0,0
3193,22.0,1.0,2,0,1,1,1,1,2,2,6,0,4,0,0,1,3,0,3,1
3194,39.0,3.0,2,1,2,0,4,1,0,1,0,1,2,0,0,2,2,1,2,1
3195,40.0,3.0,3,0,1,1,4,0,8,1,10,0,0,1,1,0,1,0,2,1
3196,29.0,2.0,2,0,1,0,3,1,2,1,11,1,3,0,1,2,2,0,3,1
3197,21.0,2.0,0,0,0,0,0,0,10,2,0,0,2,0,1,1,1,1,4,0
3198,18.0,1.0,3,1,2,1,4,0,1,0,5,0,10,1,1,0,1,1,3,1
3199,18.0,2.0,0,0,2,1,2,0,8,2,9,0,1,1,0,3,3,1,1,0
3200,31.0,2.0,0,0,1,1,4,1,5,1,3,1,4,1,1,3,3,1,1,0
3201,30.0,1.0,2,1,1,1,1,0,8,2,3,1,10,0,0,1,2,0,4,0
3202,42.0,2.0,1,0,2,1,2,0,2,0,8,0,0,1,0,3,1,1,0,0
3203,48.0,2.0,1,0,2,0,3,1,10,2,11,1,1,0,0,2,2,1,1,0
3204,60.0,2.0,1,0,2,0,1,1,5,2,3,0,8,0,0,3,0,1,3,1
3205,48.0,2.0,3,0,0,1,4,1,10,2,8,1,3,0,0,2,2,0,0,0
3206,37.0,2.0,3,0,0,0,4,0,2,2,9,0,4,0,0,3,1,0,5,0
3207,36.0,1.0,3,0,1,1,1,1,10,1,10,1,8,1,1,3,1,0,4,0
3208,56.0,3.0,2,0,0,1,3,0,4,2,7,0,10,0,1,1,0,1,1,0
3209,45.0,2.0,1,1,2,0,1,1,3,1,3,1,0,0,0,0,1,0,2,1
3210,41.0,3.0,0,0,1,0,4,0,9,2,7,1,9,1,0,2,2,1,3,1
3211,49.0,2.0,1,1,0,0,3,1,3,1,11,1,4,1,0,1,0,1,1,0
3212,25.0,2.0,3,1,0,1,3,1,9,2,11,0,1,0,1,1,0,0,2,1
3213,43.0,1.0,0,1,1,0,0,0,1,1,2,1,13,0,1,0,2,0,1,0
3214,44.0,1.0,1,1,2,0,3,1,2,2,8,1,6,0,1,0,1,0,4,0
3215,36.0,2.0,1,1,2,0,2,1,1,1,3,0,13,0,1,0,1,1,3,1
3216,28.0,1.0,2,1,0,1,4,1,6,1,9,0,10,0,0,1,0,1,2,1
3217,22.0,2.0,1,0,1,1,3,1,9,0,11,1,4,1,1,2,1,0,1,0
3218,35.0,2.0,0,0,2,1,3,1,5,2,9,0,7,1,1,2,3,0,5,0
3219,31.0,2.0,2,0,2,1,0,1,7,0,2,1,8,0,0,3,3,1,5,0
3220,32.0,3.0,2,0,2,0,1,1,3,1,10,1,2,0,0,0,0,1,1,0
3221,36.0,2.0,0,1,2,0,2,0,6,1,7,0,12,0,1,3,1,0,6,0
3222,22.0,1.0,2,0,2,1,3,0,6,1,10,0,1,0,1,0,3,1,4,0
3223,46.0,3.0,3,1,1,0,3,1,5,2,11,1,0,1,0,3,2,1,0,0
3224,33.0,3.0,1,1,1,1,3,1,4,0,7,0,4,0,1,2,3,1,5,0
3225,44.0,2.0,1,0,1,1,0,0,10,1,2,0,3,1,1,1,0,0,1,0
3226,45.0,2.0,3,1,0,1,2,1,4,2,7,0,0,0,0,0,0,1,5,0
3227,55.0,3.0,2,0,0,0,3,1,3,0,4,0,13,1,1,0,2,1,2,1
3228,33.0,2.0,2,0,1,1,1,0,6,0,7,0,4,0,0,3,3,0,3,1
3229,38.0,2.0,1,1,1,1,1,0,3,2,0,1,6,1,1,1,0,1,0,0
3230,53.0,1.0,1,0,1,0,1,0,10,2,1,0,0,0,0,1,2,1,5,0
3231,47.0,1.0,1,1,0,1,1,1,8,1,9,1,5,1,0,2,0,1,3,1
3232,38.0,2.0,1,1,2,0,3,0,9,0,3,0,2,1,0,2,1,1,0,0
3233,38.0,2.0,1,1,0,0,2,1,7,1,9,1,9,0,1,0,3,0,0,0
3234,30.0,1.0,0,0,1,0,3,0,10,2,4,0,7,1,0,1,0,0,4,0
3235,58.0,3.0,3,0,2,0,4,1,9,1,3,0,9,1,0,0,1,0,1,0
3236,43.0,2.0,3,1,1,0,4,0,10,0,8,0,3,1,0,1,0,0,4,0
3237,45.0,2.0,2,1,1,1,4,0,3,2,0,0,3,0,1,0,1,0,0,0
3238,34.0,3.0,2,1,1,0,0,1,2,0,0,1,5,1,1,0,3,1,1,0
3239,49.0,3.0,3,0,2,1,4,1,9,2,5,1,6,0,0,0,0,0,2,1
3240,30.0,1.0,3,0,2,1,1,1,6,0,2,0,6,1,0,3,3,1,1,0
3241,22.0,3.0,1,1,0,0,1,0,3,1,8,1,8,0,1,1,2,0,5,0
3242,45.0,2.0,0,1,1,1,1,0,10,1,7,1,4,0,0,1,0,1,6,0
3243,43.0,1.0,2,1,0,0,3,0,7,2,8,0,2,1,0,1,0,1,5,0
3244,23.0,2.0,3,0,1,1,2,0,1,0,4,0,5,1,0,1,2,1,4,0
3245,44.0,1.0,3,0,0,1,1,1,9,0,10,0,13,0,0,2,0,1,5,0
3246,39.0,2.0,2,1,1,1,0,0,7,1,6,0,8,1,1,0,1,1,2,1
3247,47.0,2.0,0,1,2,0,0,0,0,1,8,0,11,0,1,3,0,1,5,0
3248,25.0,3.0,2,0,2,1,1,1,5,2,7,0,13,1,1,0,3,1,4,0
3249,22.0,1.0,2,0,0,1,1,0,7,1,11,0,12,0,0,1,1,1,6,0
3250,34.0,2.0,2,0,1,0,3,1,0,1,11,0,12,0,1,0,2,1,3,1
3251,35.0,2.0,2,0,0,1,2,0,0,1,5,1,1,1,1,2,2,1,1,0
3252,23.0,1.0,2,1,2,1,4,0,6,1,0,1,5,0,1,0,0,1,5,0
3253,47.0,1.0,3,1,0,1,0,1,10,1,2,1,8,1,1,3,2,0,1,0
3254,33.0,3.0,3,1,0,0,0,1,2,0,9,0,2,1,1,0,3,0,3,1
3255,28.0,1.0,3,1,2,0,4,0,3,1,2,0,2,1,0,0,2,0,4,0
3256,44.0,1.0,0,0,1,1,3,1,6,0,0,0,3,0,0,2,3,1,1,0
3257,18.0,3.0,2,1,0,0,4,1,2,0,2,0,11,1,0,1,1,0,0,0
3258,47.0,2.0,0,1,1,1,4,0,2,1,2,0,7,0,0,1,0,0,4,0
3259,60.0,1.0,2,0,2,1,1,0,2,1,7,1,1,1,1,1,0,1,0,0
3260,38.0,1.0,0,1,2,1,2,1,7,0,8,1,10,1,0,1,0,1,5,0
3261,34.0,3.0,0,0,1,1,4,1,2,1,9,1,2,1,0,3,0,1,4,0
3262,31.0,3.0,3,0,0,0,3,0,0,0,11,1,9,0,0,2,0,1,1,0
3263,24.0,3.0,0,0,1,1,4,0,3,0,4,1,9,0,0,3,3,0,1,0
3264,44.0,1.0,3,1,0,1,0,1,5,1,11,0,3,1,0,3,0,0,0,0
3265,52.0,2.0,3,1,2,1,0,1,8,0,3,1,2,0,1,0,0,1,6,0
3266,23.0,2.0,3,1,2,1,2,1,6,1,4,1,10,0,0,2,0,1,5,0
3267,37.0,2.0,0,1,0,0,0,0,5,1,1,1,9,0,0,1,2,1,1,0
3268,32.0,1.0,0,0,2,0,0,0,1,2,2,0,8,0,1,1,1,1,4,0
3269,24.0,1.0,1,0,2,1,2,1,6,1,9,1,2,1,0,2,0,1,1,0
3270,51.0,1.0,0,0,0,1,3,1,5,1,3,0,6,0,1,2,0,1,1,0
3271,25.0,3.0,2,1,1,1,2,0,8,1,6,1,0,1,0,0,0,0,1,0
3272,59.0,1.0,1,0,0,0,4,0,1,1,0,1,8,1,0,1,3,0,5,0
3273,43.0,3.0,0,0,2,1,2,1,7,0,4,1,13,0,1,1,0,0,1,0
3274,33.0,2.0,2,0,2,0,2,1,6,2,3,0,6,1,1,0,2,0,4,0
3275,20.0,2.0,3,1,0,1,3,0,7,1,11,1,5,1,1,2,2,0,1,0
3276,53.0,1.0,2,0,2,0,4,0,4,2,10,1,11,1,0,3,1,1,4,0
3277,35.0,1.0,2,1,2,1,4,1,3,1,2,1,2,1,0,0,2,1,6,0
3278,50.0,2.0,1,1,1,0,3,1,2,1,0,0,1,0,0,1,1,0,0,0
3279,52.0,2.0,1,1,2,1,4,1,7,1,0,0,8,1,0,1,0,1,3,1
3280,54.0,2.0,3,1,2,0,0,1,1,2,11,0,12,0,1,0,0,1,2,1
3281,39.0,1.0,2,0,2,1,0,1,1,1,6,1,3,0,1,0,0,1,6,0
3282,28.0,1.0,2,1,0,0,2,0,8,1,7,1,11,0,0,3,1,1,6,0
3283,32.0,3.0,2,1,0,1,1,1,2,1,0,1,11,0,1,0,1,1,1,0
3284,30.0,1.0,0,1,2,0,2,1,3,1,2,1,5,1,0,2,3,1,3,1
3285,60.0,3.0,0,0,0,1,4,1,5,0,2,0,13,0,1,1,3,0,0,0
3286,42.0,3.0,3,0,0,0,0,0,7,2,7,0,10,1,0,2,0,1,5,0
3287,42.0,2.0,2,0,2,0,2,0,9,2,5,1,3,1,1,3,2,1,0,0
3288,25.0,2.0,3,1,2,0,2,1,2,0,8,0,13,0,1,2,3,0,0,0
3289,30.0,1.0,2,1,0,0,2,0,0,1,8,1,7,1,0,1,2,0,0,0
3290,59.0,2.0,2,0,1,0,2,1,1,0,10,1,2,0,1,3,2,0,0,0
3291,31.0,3.0,2,1,1,1,4,0,6,2,1,0,8,1,1,2,3,1,2,1
3292,31.0,1.0,1,0,2,1,1,0,7,1,10,1,2,1,1,3,0,1,0,0
3293,27.0,2.0,3,1,1,0,1,1,6,1,11,1,1,0,1,1,0,1,2,1
3294,28.0,1.0,3,1,1,0,2,1,6,2,11,1,6,1,0,1,1,0,3,1
3295,45.0,2.0,2,1,1,1,0,0,5,1,0,0,1,1,1,0,1,0,4,0
3296,55.0,3.0,2,1,1,0,2,1,8,1,1,0,3,1,1,3,1,1,4,0
3297,55.0,2.0,2,1,1,1,2,0,3,2,6,1,11,1,1,1,2,1,1,0
3298,33.0,3.0,3,1,2,0,3,0,9,2,4,0,9,1,0,3,1,0,2,1
3299,31.0,3.0,0,1,2,0,4,1,6,1,8,0,7,1,0,3,2,0,6,0
3300,52.0,1.0,3,0,0,0,4,1,4,0,4,0,5,0,0,0,2,0,2,1
3301,45.0,1.0,3,1,1,0,4,0,9,0,7,0,13,1,1,2,1,1,4,0
3302,26.0,2.0,0,1,2,0,1,0,6,0,8,0,2,0,1,3,1,1,6,0
3303,45.0,1.0,3,0,0,1,2,1,2,2,10,0,10,0,0,1,2,1,6,0
3304,30.0,2.0,3,1,1,1,2,1,9,2,3,1,0,1,1,1,3,0,1,0
3305,23.0,1.0,2,1,0,0,3,1,0,2,7,1,11,1,0,2,3,1,1,0
3306,23.0,2.0,2,1,2,0,3,1,8,1,2,1,7,1,0,3,0,0,5,0
3307,44.0,2.0,2,1,0,0,1,1,3,2,11,0,2,1,0,3,1,1,0,0
3308,55.0,3.0,1,0,2,0,2,1,4,2,11,0,6,1,0,1,1,0,3,1
3309,43.0,2.0,2,1,1,1,4,0,8,2,10,0,13,1,0,3,1,1,3,1
3310,54.0,3.0,3,0,0,0,1,1,7,0,3,0,1,1,1,3,1,0,2,1
3311,44.0,3.0,1,0,0,1,2,0,1,0,6,1,12,0,0,0,1,1,4,0
3312,38.0,3.0,0,0,2,0,1,1,5,0,2,0,4,1,1,1,2,0,1,0
3313,55.0,2.0,2,0,1,1,3,0,9,1,5,1,8,0,0,2,2,0,6,0
3314,52.0,3.0,2,1,1,1,1,1,6,0,8,0,9,1,1,1,0,1,4,0
3315,58.0,2.0,0,0,1,1,0,1,0,0,3,1,10,1,1,2,2,1,4,0
3316,59.0,3.0,0,1,2,1,1,0,6,0,10,1,4,1,0,3,2,1,0,0
3317,27.0,2.0,1,0,2,1,2,1,4,2,10,1,5,0,0,0,1,0,3,1
3318,34.0,2.0,3,1,1,1,4,0,3,1,4,0,6,0,0,0,3,0,5,0
3319,29.0,2.0,3,1,0,1,1,0,6,1,0,1,10,0,0,1,2,1,4,0
3320,39.0,2.0,3,0,1,1,3,0,5,2,4,0,1,0,1,1,0,0,1,0
3321,41.0,2.0,3,0,1,1,4,0,9,0,7,1,12,1,0,2,2,1,2,1
3322,53.0,1.0,1,0,2,1,2,1,5,1,7,1,7,1,0,0,1,0,5,0
3323,42.0,1.0,0,1,2,1,2,1,0,0,6,0,2,0,1,0,3,1,2,1
3324,38.0,1.0,0,1,1,1,4,1,6,2,6,0,10,0,0,2,1,1,0,0
3325,39.0,2.0,3,0,1,1,0,0,9,1,1,0,12,0,1,0,0,0,2,1
3326,23.0,3.0,1,0,2,1,2,1,6,2,3,1,13,1,0,0,0,0,0,0
3327,47.0,3.0,0,0,0,1,0,1,9,0,1,0,11,1,1,2,3,0,5,0
3328,24.0,1.0,0,0,1,0,1,1,1,1,7,0,13,0,0,2,3,1,2,1
3329,52.0,1.0,0,0,0,1,2,0,6,0,0,0,9,0,1,2,2,0,4,0
3330,54.0,2.0,0,0,0,1,1,1,10,2,6,0,7,1,0,2,1,0,4,0
3331,33.0,2.0,3,1,0,1,3,0,8,2,6,1,3,0,1,1,0,1,0,0
3332,60.0,3.0,0,0,2,1,3,0,3,2,4,1,3,1,1,1,2,0,1,0
3333,44.0,3.0,2,1,0,0,0,0,10,2,4,1,2,0,0,3,2,0,3,1
3334,26.0,2.0,2,0,2,1,3,1,0,0,8,1,0,0,1,0,3,0,6,0
3335,31.0,3.0,0,0,1,1,4,0,6,1,3,0,2,0,0,1,1,1,6,0
3336,48.0,2.0,1,1,0,0,1,0,5,0,4,1,10,1,0,2,3,0,5,0
3337,36.0,2.0,0,1,2,1,3,1,6,1,0,0,12,1,1,3,3,1,4,0
3338,53.0,1.0,1,1,1,1,2,0,10,2,10,0,6,1,0,2,3,1,2,1
3339,40.0,1.0,2,0,1,0,0,1,5,0,9,1,12,1,1,1,3,1,2,1
3340,54.0,1.0,3,0,2,0,0,1,4,1,11,1,2,0,0,2,2,1,1,0
3341,26.0,1.0,0,1,0,1,1,0,5,2,3,0,0,1,0,2,1,1,6,0
3342,28.0,2.0,3,0,2,1,3,0,0,1,9,0,13,0,1,1,2,1,3,1
3343,37.0,1.0,0,1,1,0,3,0,9,1,11,1,0,1,0,3,2,0,0,0
3344,47.0,1.0,3,0,1,0,1,1,10,0,0,1,4,1,1,2,2,0,0,0
3345,54.0,1.0,0,1,2,1,2,1,2,0,3,1,2,0,0,2,3,1,4,0
3346,41.0,2.0,0,0,2,0,1,0,10,1,1,1,2,0,1,0,2,1,6,0
3347,42.0,1.0,2,1,1,1,2,1,10,0,2,0,2,1,1,3,2,0,3,1
3348,41.0,3.0,1,0,2,1,4,1,6,0,0,0,0,0,0,3,3,1,2,1
3349,19.0,2.0,2,0,2,1,1,1,2,0,10,0,10,0,0,3,1,0,0,0
3350,37.0,3.0,3,0,1,1,4,0,3,1,2,1,6,0,1,2,0,0,2,1
3351,24.0,1.0,2,1,2,0,0,0,4,1,6,0,3,1,0,1,2,0,6,0
